id_solicitud;fecha_solicitud;oficina;segmento;producto;ingreso_mensual;obligaciones_actuales;score;antiguedad_meses;tiene_mora;monto_solicitado;tasa_ea;plazo_meses;canal
ACT-2026-0060;2026-04-28; Buga;Microempresario;Libranza;;730000;661,0;74;No;35400000;0,15001783221828652;18;Oficina
ACT-2026-0061;2025-09-01;Buenaventura;Pensionado;Microcredito;3250000,0;650000;730,0;59;No;10900000;0,33599160734610706;36;Oficina
ACT-2026-0062;2025-04-11;Cali Centro;Asalariado;Microcredito;5700000,0;2030000;784,0;36;No;49000000;0,3653390216583836;6;Aliado
ACT-2026-0063;2026-03-01;Palmira;Pensionado;Vehiculo;2750000,0;590000;734,0;7;No;43900000;0,24313810107453454;72;Aliado
ACT-2026-0064;2025-04-03;Cali Centro;Pensionado;Vehiculo;7650000,0;2700000;710,0;5;No;24900000;0,20909558468528922;48;Oficina
ACT-2026-0065;2025-08-04;Jamundí;Asalariado;Libre inversion;4300000,0;1080000;630,0;16;No;N/D;25,10260655213977;30;Oficina
ACT-2026-0066;2026-05-29; Cali Sur;Microempresario;Libranza;3600000,0;430000;691,0;60;No;29400000;0,2139837096031486;24;Digital
ACT-2026-0067;2026-03-14;Cali Sur;Independiente;Microcredito;7100000,0;1080000;639,0;40;Sí;7700000;0,3267277702511363;12;Oficina
ACT-2026-0068;2026-02-15;Jamundí;Independiente;Libranza;3900000,0;310000;567,0;12;No;50500000;0,17109069386196593;24;Aliado
ACT-2026-0069;2025-11-29;Buga;Microempresario;Libranza;4850000,0;1130000;679,0;80;Sí;46800000;0,197758860976322;36;Digital
ACT-2026-0070;2025-04-04;Jamundí;Asalariado;Vehiculo;5350000,0;1600000;788,0;53;No;34400000;0,2030062505774185;72;Aliado
ACT-2026-0071;2025-02-02;Cali Centro;Pensionado;Vehiculo;7450000,0;2500000;;78;No;26000000;0,2056461018440547;36;Aliado
ACT-2026-0072;2025-07-29;Buga;Independiente;Libranza;4000000,0;1180000;680,0;22;No;18400000;0,18319015570995684;36;Oficina
ACT-2026-0073;2025-04-19;Tuluá;Independiente;Libranza;;1770000;682,0;34;No;16100000;0,19392905081700662;60;Digital
ACT-2026-0074;2025-09-02;Jamundí;Microempresario;Libranza;7300000,0;2410000;724,0;77;No;20600000;18,82;48;Aliado
ACT-2026-0075;2025-06-12;Tuluá;Asalariado;Microcredito;5500000,0;670000;570,0;81;No;51800000;0,3347519000553596;6;Oficina
ACT-2026-0076;2026-06-14; Cali Sur;Microempresario;Microcredito;5750000,0;2130000;742,0;74;No;42700000;0,3772642841851268;18;Digital
ACT-2026-0077;2026-06-17;Buenaventura;Pensionado;Libre inversion;4200000,0;360000;702,0;49;No;21900000;0,19378009388201886;36;Digital
ACT-2026-0078;2025-07-30;Palmira;Independiente;Libre inversion;6050000,0;1410000;720,0;4;No;12800000;0,2728555856747768;30;Digital
ACT-2026-0079;2025-05-16;Buga;Microempresario;Libranza;4000000,0;990000;668,0;16;No;30600000;0,1910352613894678;24;Digital
ACT-2026-0080;2026-02-12;Cali Sur;Microempresario;Libre inversion;2000000,0;410000;660,0;18;No;6200000;0,2592328814040169;30;Oficina
ACT-2026-0081;2026-05-16;Cali Centro;Microempresario;Libre inversion;2650000,0;240000;633,0;56;No;30400000;0,22170008536863017;30;Aliado
ACT-2026-0082;2025-12-05;Buga;Pensionado;Vehiculo;4900000,0;320000;689,0;32;No;17500000;0,20457865305155704;60;Aliado
ACT-2026-0083;2026-06-09;Tuluá;Microempresario;Libranza;2400000,0;660000;645,0;69;No;16900000;0,18614812028298441;60;Digital
ACT-2026-0084;2026-06-08;Buenaventura;Pensionado;Microcredito;4600000,0;830000;592,0;48;No;40300000;0,29113449809878084;30;Oficina
ACT-2026-0085;2025-01-07;Palmira;Asalariado;Vehiculo;3900000,0;1300000;613,0;57;No;18000000;0,1367057755274753;48;Oficina
ACT-2026-0086;2026-05-26;Buenaventura;Asalariado;Libre inversion;4900000,0;390000;683,0;68;Sí;48300000;0,22376213322950764;48;Digital
ACT-2026-0087;2025-08-17;Palmira;Pensionado;Libranza;2950000,0;590000;669,0;37;No;26600000;0,1840806388827575;18;Digital
ACT-2026-0088;2025-01-24; Jamundí;Microempresario;Libre inversion;8700000,0;450000;820,0;72;No;47500000;0,25003373981136146;24;Oficina
ACT-2026-0089;2025-02-26;Cali Sur;Asalariado;Libre inversion;4400000,0;450000;672,0;51;No;14900000;0,25785282709647234;48;Oficina
ACT-2026-0090;2025-07-06;Cali Centro;Microempresario;Microcredito;8250000,0;2580000;;50;No;19100000;0,36623688803567267;30;Digital
ACT-2026-0091;2026-03-09;Buenaventura;Pensionado;Microcredito;2800000,0;850000;664,0;3;No;10900000;0,3662073104562993;24;Digital
ACT-2026-0092;2026-03-19;Jamundí;Microempresario;Libre inversion;3050000,0;510000;575,0;72;No;12900000;0,25565822157475765;30;Oficina
ACT-2026-0093;2025-04-21;JAMUNDÍ;Asalariado;Libre inversion;10550000,0;1050000;755,0;18;No;31000000;0,21467166555054665;36;Aliado
ACT-2026-0094;2025-05-24;Palmira;Microempresario;Libranza;4400000,0;620000;711,0;46;No;10700000;0,17640740862211393;30;Aliado
ACT-2026-0095;2026-05-04;Buga;Microempresario;Libranza;6600000,0;2490000;740,0;6;No;20700000;0,18640287885864865;24;Digital
