id_solicitud;fecha_solicitud;oficina;segmento;producto;ingreso_mensual;obligaciones_actuales;score;antiguedad_meses;tiene_mora;monto_solicitado;tasa_ea;plazo_meses;canal
SOL-2026-0070;2025-08-30; Jamundí;Microempresario;Libranza;7600000,0;1820000;756,0;80;Sí;30400000;0,16285506582896564;24;Digital
SOL-2026-0071;2025-09-26;JAMUNDÍ;Independiente;Libranza;17700000,0;2460000;686,0;32;No;27000000;0,16925554811910173;12;Digital
SOL-2026-0072;2026-03-31;Jamundí;Microempresario;Libranza;3050000,0;1040000;672,0;42;No;41400000;0,13326170481093066;48;Oficina
SOL-2026-0073;2025-07-30;Palmira;Independiente;Libre inversion;6050000,0;1410000;720,0;4;No;12800000;0,2728555856747768;30;Digital
SOL-2026-0074;2026-05-02;Buga;Microempresario;Vehiculo;3600000,0;730000;696,0;19;Sí;39300000;0,21877116054761295;36;Oficina
SOL-2026-0075;2025-05-10;Jamundí;Pensionado;Libranza;9200000,0;910000;686,0;22;No;42100000;0,19552444447827194;30;Digital
SOL-2026-0076;2025-11-12;Cali Centro;Asalariado;Libranza;2000000,0;170000;701,0;68;No;19800000;0,17238038097573993;24;Aliado
SOL-2026-0077;2026-04-16;CALI CENTRO;Independiente;Microcredito;4750000,0;240000;683,0;42;No;19200000;0,351518341932794;30;Digital
SOL-2026-0078;2025-09-19;;Asalariado;Libranza;4100000,0;810000;704,0;53;No;17500000;0,15360896719212888;30;Oficina
SOL-2026-0079;2025-08-15;Cali Centro;Pensionado;Microcredito;3400000,0;310000;621,0;81;No;7500000;0,34568946890209007;24;Aliado
SOL-2026-0080;2026-03-27;CALI CENTRO;Pensionado;Libranza;7500000,0;1760000;728,0;25;No;37100000;0,16395126796860723;36;Aliado
SOL-2026-0081;2025-02-24;Cali Sur;Independiente;Vehiculo;2750000,0;140000;695,0;15;No;49900000;0,19131403067788932;48;Aliado
SOL-2026-0082;2025-11-08;Buenaventura;Pensionado;Libre inversion;11650000,0;1620000;673,0;80;Sí;11700000;0,25257421577423433;24;Aliado
SOL-2026-0083;2025-08-01;Buenaventura;Independiente;Libre inversion;4300000,0;920000;741,0;7;No;43800000;0,22741607434650327;24;Aliado
SOL-2026-0084;2025-01-07;Palmira;Asalariado;Vehiculo;3900000,0;1300000;613,0;57;No;18000000;0,1367057755274753;48;Oficina
SOL-2026-0085;2025-12-11;Buenaventura;Asalariado;Libranza;6300000,0;620000;581,0;12;Sí;26800000;0,14780751649507123;60;Oficina
SOL-2026-0086;2025-09-08;Palmira;Asalariado;Microcredito;2850000,0;240000;675,0;10;No;9900000;0,33798791811157547;6;Oficina
SOL-2026-0087;2026-06-23;Cali Sur;Pensionado;Libranza;6550000,0;970000;694,0;78;No;38500000;0,1550768070694404;36;Digital
SOL-2026-0088;2026-03-04;Buenaventura;Pensionado;Libre inversion;2700000,0;470000;742,0;54;No;37700000;0,2542411274924523;60;Oficina
SOL-2026-0089;2025-11-11;Cali Centro;Independiente;Libranza;8800000,0;2350000;;44;No;16600000;0,1575649567868979;30;Digital
SOL-2026-0090;2025-04-09;Buga;independiente;Libranza;3850000,0;1390000;643,0;50;Sí;19400000;0,12927218818242067;36;Oficina
SOL-2026-0091;2026-04-02;Jamundí;Pensionado;Libre inversion;8950000,0;1250000;680,0;67;No;42700000;0,2751771236679175;60;Oficina
SOL-2026-0092;2025-06-07;Tuluá;Independiente;Libre inversion;7100000,0;2410000;710,0;4;No;N/D;0,23585849368057835;36;Oficina
SOL-2026-0093;2025-06-27;Cali Sur;Asalariado;Libre inversion;7200000,0;1080000;821,0;49;No;29500000;0,22658520689810976;48;Aliado
SOL-2026-0094;2025-04-08;Buga;Asalariado;Vehiculo;2300000,0;460000;774,0;21;No;54300000;0,20488384454205394;72;Digital
SOL-2026-0095;2025-01-30;Cali Centro;Microempresario;Libre inversion;5700000,0;1460000;704,0;74;No;19800000;0,2543866550857586;24;Digital
SOL-2026-0096;2025-03-24;Buga;Microempresario;Libranza;5000000,0;870000;664,0;57;No;10300000;0,1697105899517179;36;Oficina
SOL-2026-0097;2026-02-15;Jamundí;Independiente;Libranza;3900000,0;310000;567,0;12;No;50500000;0,17109069386196593;24;Aliado
SOL-2026-0098;2026-01-03;Buga;Microempresario;Libre inversion;13000000,0;4370000;784,0;60;Sí;48000000;0,2988973614806957;36;Aliado
SOL-2026-0099;2026-05-04;Cali Sur;Independiente;Microcredito;4250000,0;1500000;627,0;25;No;29400000;0,32235471172902935;12;Aliado
SOL-2026-0100;2026-04-07;Buenaventura;;Libranza;5200000,0;1680000;688,0;82;No;43400000;0,18061256015587862;48;Oficina
SOL-2026-0101;2025-03-31;Jamundí;Pensionado;Microcredito;6200000,0;1930000;580,0;80;No;16800000;0,29705581976525947;12;Oficina
SOL-2026-0102;2025-07-17;Palmira;independiente;Libranza;3850000,0;660000;666,0;19;Sí;32900000;0,18553376851172804;24;Digital
SOL-2026-0103;2026-03-14;Cali Sur;Independiente;Microcredito;7100000,0;1080000;639,0;40;Sí;7700000;0,3267277702511363;12;Oficina
SOL-2026-0104;2025-12-19;Buenaventura;Independiente;Libre inversion;8050000,0;2580000;725,0;17;No;26200000;23,11;36;Oficina
SOL-2026-0105;2025-06-21; CALI CENTRO;Pensionado;Libre inversion;4450000,0;390000;789,0;22;No;40900000;0,22924505847181373;36;Digital
SOL-2026-0106;2026-03-06;Palmira;Independiente;Libre inversion;7000000,0;2050000;636,0;12;No;25600000;0,21674722850528783;36;Aliado
SOL-2026-0107;2026-05-04;Jamundí;Microempresario;Libranza;5750000,0;1750000;608,0;47;Sí;26000000;0,18859741106523115;48;Aliado
SOL-2026-0108;2026-03-07;Palmira;Asalariado;Vehiculo;6350000,0;2370000;823,0;41;Sí;52500000;0,2233105043630346;72;Aliado
SOL-2026-0109;2025-11-08; Tuluá;Microempresario;Libre inversion;4300000,0;910000;786,0;14;No;17600000;0,20834433781504413;12;Aliado
SOL-2026-0110;2025-09-30;Jamundí;Pensionado;Libre inversion;5350000,0;1390000;715,0;30;No;54600000;0,26535910483050085;36;Aliado
SOL-2026-0111;2026-04-26;Tuluá;Independiente;Libranza;4250000,0;830000;665,0;14;No;34200000;0,14897193841905973;36;Aliado
SOL-2026-0112;2025-05-24;Palmira;Microempresario;Libranza;4400000,0;620000;711,0;46;No;10700000;0,17640740862211393;30;Aliado
SOL-2026-0113;2025-05-31;Palmira;Asalariado;Microcredito;2850000,0;680000;696,0;76;No;39900000;0,3423139553814996;18;Oficina
SOL-2026-0114;2025-06-12;Tuluá;Asalariado;Microcredito;5500000,0;670000;570,0;81;No;51800000;0,3347519000553596;6;Oficina
SOL-2026-0115;2025-10-06;Buga;Pensionado;Libre inversion;3350000,0;620000;755,0;27;No;10500000;0,24060823680618074;36;Aliado
SOL-2026-0116;2025-12-21;Palmira;Independiente;Vehiculo;2000000,0;560000;551,0;68;No;39900000;0,20215735903455054;36;Aliado
SOL-2026-0117;2026-05-20;Cali Centro;Microempresario;Microcredito;4250000,0;1510000;649,0;6;No;53600000;0,318599574006055;24;Oficina
SOL-2026-0118;2026-06-03;Jamundí;Pensionado;Vehiculo;5750000,0;2080000;747,0;19;Sí;35100000;0,1337486826556428;60;Aliado
SOL-2026-0119;2025-04-29; Cali Centro;Microempresario;Microcredito;4000000,0;1420000;793,0;58;No;13000000;0,3009967675240024;24;Oficina
SOL-2026-0120;2025-02-02;Cali Centro;Pensionado;Vehiculo;7450000,0;2500000;698,0;78;No;26000000;0,2056461018440547;36;Aliado
SOL-2026-0121;2026-01-10;Jamundí;Pensionado;Libre inversion;4350000,0;340000;;50;Sí;22500000;0,19442616096457438;48;Aliado
SOL-2026-0122;2025-04-11;;Microempresario;Microcredito;5450000,0;370000;612,0;3;No;43200000;0,36988893056896244;30;Digital
SOL-2026-0123;2025-01-20;Buenaventura;Asalariado;Libre inversion;9950000,0;3170000;644,0;73;Sí;22500000;0,2215281144735477;30;Digital
SOL-2026-0124;2025-05-21;Buga;Pensionado;Vehiculo;3900000,0;980000;796,0;31;No;54400000;0,1670399211061134;72;Oficina
SOL-2026-0125;2026-05-22;Buga;Independiente;Microcredito;1750000,0;460000;805,0;60;No;12000000;0,3193143040790263;30;Oficina
SOL-2026-0126;2025-04-30;Cali Centro;Independiente;Vehiculo;15100000,0;2170000;535,0;65;No;37700000;0,1916431263293734;36;Oficina
SOL-2026-0127;2025-12-29;Cali Sur;Microempresario;Microcredito;6700000,0;1340000;736,0;67;No;10700000;0,33936552257716623;6;Digital
SOL-2026-0128;2025-05-04;Cali Centro;Asalariado;Libranza;4950000,0;1540000;773,0;48;No;21000000;0,20302760151511307;30;Digital
SOL-2026-0129;2025-04-15;Tuluá;Independiente;Libranza;2900000,0;630000;764,0;23;No;11400000;0,1559974844533462;48;Aliado
SOL-2026-0130;2025-10-27;Cali Centro;Microempresario;Microcredito;3350000,0;190000;765,0;59;No;22900000;0,3511448416557385;6;Digital
SOL-2026-0131;2025-09-13;Cali Centro;Independiente;Libre inversion;4200000,0;850000;725,0;81;Sí;51800000;0,19886418040802487;12;Aliado
SOL-2026-0132;2026-01-18;Palmira;Asalariado;Libranza;9650000,0;1280000;668,0;31;No;14700000;0,22796753157704583;36;Digital
SOL-2026-0133;2025-02-05;Buga;Independiente;Libre inversion;6250000,0;1560000;673,0;78;Sí;37400000;0,21995477169709607;24;Digital
SOL-2026-0134;2025-08-17;Palmira;Pensionado;Libranza;2950000,0;590000;669,0;37;No;26600000;0,1840806388827575;18;Digital
SOL-2026-0135;2026-06-08;Buenaventura;Pensionado;Microcredito;4600000,0;830000;592,0;48;No;40300000;0,29113449809878084;30;Oficina
SOL-2026-0136;2025-06-22;Buga;Asalariado;Libre inversion;8400000,0;2860000;699,0;75;Sí;11200000;0,23552616628448622;48;Oficina
SOL-2026-0137;2025-01-08;Cali Centro;Asalariado;Libre inversion;8250000,0;1140000;732,0;77;No;15700000;0,2175011602353981;36;Oficina
SOL-2026-0138;2025-04-19;Tuluá;Independiente;Libranza;;1770000;682,0;34;No;16100000;0,19392905081700662;60;Digital
SOL-2026-0139;2025-07-14;Jamundí;Pensionado;Libre inversion;5050000,0;1510000;696,0;53;No;9100000;0,18890344724216346;24;Aliado
SOL-2026-0140;2026-05-29; Cali Sur;Microempresario;Libranza;3600000,0;430000;691,0;60;No;29400000;0,2139837096031486;24;Digital
SOL-2026-0141;2025-04-21;JAMUNDÍ;Asalariado;Libre inversion;10550000,0;1050000;755,0;18;No;31000000;0,21467166555054665;36;Aliado
SOL-2026-0142;2026-03-05;Tuluá;Independiente;Libre inversion;9550000,0;1000000;749,0;59;Sí;11800000;0,19027663586872692;36;Digital
SOL-2026-0143;2025-05-15; Buga;Microempresario;Libranza;5300000,0;450000;;68;Sí;15300000;0,1817866295613161;48;Oficina
SOL-2026-0144;2026-06-17;Buenaventura;Pensionado;Libre inversion;4200000,0;360000;702,0;49;No;21900000;0,19378009388201886;36;Digital
SOL-2026-0145;2026-04-11;CALI SUR;Independiente;Libranza;5550000,0;670000;779,0;64;No;16900000;0,18436195518013124;30;Aliado
SOL-2026-0146;2026-05-16;Cali Centro;Microempresario;Libre inversion;2650000,0;240000;633,0;56;No;30400000;0,22170008536863017;30;Aliado
SOL-2026-0147;2026-02-20;CALI CENTRO;Asalariado;Libre inversion;6450000,0;2080000;735,0;54;No;41400000;0,2324563843011652;48;Digital
SOL-2026-0148;2026-05-18;Buenaventura;microempresario;Vehiculo;8250000,0;2730000;705,0;58;Sí;5200000;0,17672744635991214;36;Aliado
SOL-2026-0149;2026-03-27;Palmira;Pensionado;Microcredito;8550000,0;2420000;666,0;10;No;48300000;0,31901686755959763;18;Aliado
SOL-2026-0150;2025-09-02;Jamundí;Microempresario;Libranza;7300000,0;2410000;724,0;77;No;20600000;18,82;48;Aliado
SOL-2026-0151;2025-12-10;Buenaventura;;Libre inversion;7950000,0;1040000;699,0;41;No;41100000;0,23330424785504825;24;Aliado
SOL-2026-0152;2025-01-30;Cali Centro;Asalariado;Libre inversion;10100000,0;1780000;661,0;40;No;23700000;0,21141831129082828;36;Oficina
SOL-2026-0153;2025-05-13;Tuluá;pensionado;Libranza;4600000,0;1680000;774,0;12;No;11400000;0,19454469376208747;48;Oficina
SOL-2026-0154;2025-11-02;TULUÁ;Pensionado;Libre inversion;3250000,0;340000;642,0;12;Sí;6600000;0,22531192240966;36;Oficina
SOL-2026-0155;2025-03-30;Buga;Microempresario;Microcredito;6000000,0;-413047;653,0;64;No;17200000;0,2835622643806269;24;Aliado
SOL-2026-0156;2026-03-01;Palmira;Pensionado;Vehiculo;2750000,0;590000;734,0;7;No;43900000;0,24313810107453454;72;Aliado
SOL-2026-0157;2026-01-02;Tuluá;Pensionado;Libre inversion;5850000,0;1510000;763,0;38;No;51100000;0,2575440173886112;24;Aliado
SOL-2026-0158;2025-07-29;Cali Centro;Independiente;Libranza;2300000,0;490000;663,0;34;No;10300000;0,17133093952470102;18;Digital
SOL-2026-0159;2026-01-11;Palmira;Pensionado;Vehiculo;10050000,0;940000;598,0;31;Sí;45200000;0,21112656595605475;60;Digital
SOL-2026-0160;2025-11-29;Buga;Microempresario;Libranza;4850000,0;1130000;679,0;80;Sí;46800000;0,197758860976322;36;Digital
SOL-2026-0161;2025-02-09;Palmira;Microempresario;Libre inversion;7700000,0;2140000;745,0;13;No;49200000;0,220008548964117;12;Digital
SOL-2026-0162;2026-06-09;Tuluá;Microempresario;Libranza;2400000,0;660000;645,0;69;No;16900000;0,18614812028298441;60;Digital
SOL-2026-0163;2026-05-26;Buenaventura;Asalariado;Libre inversion;4900000,0;390000;683,0;68;Sí;48300000;0,22376213322950764;48;Digital
SOL-2026-0164;2026-04-28; Buga;Microempresario;Libranza;3400000,0;730000;661,0;74;No;35400000;0,15001783221828652;18;Oficina
SOL-2026-0165;2025-01-24; Jamundí;Microempresario;Libre inversion;8700000,0;450000;820,0;72;No;47500000;0,25003373981136146;24;Oficina
SOL-2026-0166;2025-07-29;Buga;Independiente;Libranza;4000000,0;1180000;680,0;22;No;18400000;0,18319015570995684;36;Oficina
SOL-2026-0167;2025-10-24;Buenaventura;Pensionado;Libre inversion;5400000,0;350000;701,0;75;No;37300000;0,23513197402577304;30;Digital
SOL-2026-0168;2025-10-29;Cali Centro;Microempresario;Libranza;4600000,0;1330000;735,0;12;No;45600000;0,1823948636245946;30;Oficina
SOL-2026-0169;2026-03-17;Palmira;Asalariado;Microcredito;3250000,0;970000;736,0;28;Sí;6100000;0,2785608918932504;24;Aliado
SOL-2026-0170;2025-10-15;Buenaventura;Independiente;Libranza;6450000,0;1830000;594,0;21;No;17500000;0,17095735645086244;48;Aliado
SOL-2026-0171;2026-04-21;Jamundí;Asalariado;Libranza;10850000,0;3160000;598,0;20;No;N/D;0,14739924675931487;60;Digital
SOL-2026-0172;2025-03-22;Cali Centro;Asalariado;Libranza;5850000,0;1940000;752,0;29;No;48300000;0,2316967445908939;36;Aliado
SOL-2026-0173;2025-05-16;Buga;Microempresario;Libranza;4000000,0;990000;668,0;16;No;30600000;0,1910352613894678;24;Digital
SOL-2026-0174;2026-06-20;BUENAVENTURA;Microempresario;Libranza;2850000,0;340000;648,0;16;No;17800000;0,21185780646035607;36;Aliado
SOL-2026-0175;2025-12-05;Buga;Pensionado;Vehiculo;4900000,0;320000;689,0;32;No;17500000;0,20457865305155704;60;Aliado
SOL-2026-0176;2025-08-03;Cali Centro;Pensionado;Libranza;5850000,0;2080000;687,0;2;Sí;14100000;0,15337513480446585;24;Oficina
SOL-2026-0177;2025-11-06;Jamundí;Independiente;Microcredito;4850000,0;570000;726,0;80;No;36000000;0,3368196255680419;36;Oficina
SOL-2026-0178;2025-09-08;Buga;Microempresario;Libre inversion;6250000,0;2360000;607,0;5;No;52400000;0,27375345028942205;36;Oficina
SOL-2026-0179;2025-07-12;Tuluá;Asalariado;Libranza;6450000,0;890000;624,0;17;No;39200000;0,1756814717897663;24;Aliado
SOL-2026-0180;2025-02-14; Tuluá;Microempresario;Libranza;3350000,0;350000;647,0;68;Sí;36700000;0,10775182057248928;36;Oficina
SOL-2026-0181;2025-11-24;Buenaventura;Asalariado;Microcredito;4750000,0;440000;717,0;6;No;23300000;0,32796013863429474;24;Aliado
SOL-2026-0182;2025-02-26;Cali Sur;Asalariado;Libre inversion;4400000,0;450000;672,0;51;No;14900000;0,25785282709647234;48;Oficina
SOL-2026-0183;2025-07-16;Cali Centro;Independiente;Vehiculo;2400000,0;900000;790,0;45;No;19800000;0,19612768218786725;60;Oficina
SOL-2026-0184;2026-05-04;Buga;Microempresario;Libranza;6600000,0;2490000;740,0;6;No;20700000;0,18640287885864865;24;Digital
SOL-2026-0185;2025-04-04;Jamundí;Asalariado;Vehiculo;5350000,0;1600000;788,0;53;No;34400000;0,2030062505774185;72;Aliado
SOL-2026-0009;2026-05-19;JAMUNDÍ;Independiente;Libre inversion;5450000,0;900000;795,0;59;Sí;36600000;0,2339650888940209;36;Oficina
SOL-2026-0036;2026-05-06;Jamundí;Microempresario;Libranza;5450000,0;640000;738,0;2;No;39400000;0,16691897036794293;48;Digital
SOL-2026-0051;2026-07-15;Palmira;Microempresario;Libre inversion;2200000,0;230000;742,0;51;No;10000000;0,24999505509152614;48;Digital
